dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
CdS / CdSe QDs,metal_free_candidate_uncertain,2,5.36,5.92,14.46,0.72,0.51,,,ZnO,I−/I3−,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2019.04.042,On the possibility of ferromagnetism and improved dye-sensitized solar cells efficiency in TiO2/ZnO core/shell nanostructures
DP-3,metal_free_organic_candidate,1,5.92,5.92,11.24,796.0,0.66,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.dyepig.2015.06.004,Synthesis and photovoltaic performance of asymmetric di-anchoring organic dyes
TT2,metal_free_organic_candidate,1,5.92,5.92,13.65,0.7,0.62,,C[C@@H](/C=C/C[C@H](C12CC3CC(C1)CC(C3)C2)O)[C@H]4CC[C@@H]\5[C@@]4(CCC/C5=C\C=C6C[C@H](C(=C)[C@@H](C6)O)O)C,,I−/I3−,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.dyepig.2012.09.015,Synthesis of dendritic triphenylamine derivatives for dye-sensitized solar cells
LD14-C4,metal_free_candidate_uncertain,1,5.91,5.91,17.019,0.632,72.12,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2EE03308A,Enveloping porphyrins for efficient dye -sensitized solar cells  
JK - 312,metal_free_candidate_uncertain,1,5.91,5.91,12.57,0.67,69.83,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2013.11.047,Substituent effect of fluorine atom on benzothiadiazole bridging unit in dye sensitized solar cells
K-3,metal_free_candidate_uncertain,1,5.9,5.9,13.2,0.63,0.7,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4QO00285G,"Thieno[2,3, a ]carbazole donor-based organic dyes for high efficiency dye-sensitized solar cells  "
PcS19,metal_free_candidate_uncertain,1,5.9,5.9,14.3,620.0,0.67,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3CC47714B,Molecular engineering of zinc phthalocyanine sensitizers for efficient dye-sensitized solar cells  
ZnEP1,metal_free_candidate_uncertain,1,5.9,5.9,11.1,0.77,0.69,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3CC44847A,β-(Ethynylbenzoic acid)-substituted push–pull porphyrins : DSSC dyes prepared by a direct palladium -catalyzed alkynylation reaction  
PcS18,metal_free_candidate_uncertain,1,5.9,5.9,13.7,613.0,0.7,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA01894J,Advances in phthalocyanine-sensitized solar cells (PcSSCs) 
TT-a-02,metal_free_candidate_uncertain,1,5.9,5.9,14.2,642.0,64.0,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dib.2019.104167,Photovoltaic characterization of di-branched organic sensitizers for DSSCs
TT-a-03,metal_free_candidate_uncertain,1,5.9,5.9,14.9,643.0,62.0,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dib.2019.104167,Photovoltaic characterization of di-branched organic sensitizers for DSSCs
8 a,metal_free_candidate_uncertain,6,1.996,5.89,4.5083,386.0117,10.524,,,TiO2,,FTO,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2016.02.009; 10.1016/j.dyepig.2019.01.009; 10.1016/j.tetlet.2013.10.132; 10.1039/B705694J; 10.1039/C3GC42393J,"Indolenine – dibenzotetraaza [14] annulene Ni (II) complexes as sensitizers for dye - sensitized solar cells | Low toxicity functionalised imidazolium salts for task specific ionic liquid electrolytes in dye-sensitised solar cells: a step towards less hazardous energy production   | Photovoltaic performance of dye-sensitized solar cells based on donor–acceptor π-conjugated benzofuro[2,3- c ]oxazolo[4,5- a ]carbazole-type fluorescent dyes with a carboxyl group at different positions of the chromophore skeleton "
PZ-1,metal_free_organic_candidate,1,5.89,5.89,11.86,0.69,72.0,,CC(C)(C)C1=CC(=NO1)NC(=O)CC2=CC=C(C=C2)N3C=NC4=C3C=CC(=C4)C5=CN(N=C5)C,TiO2,I−/I3−,,rsc,metal_free_smiles_screen,10.1039/C6RA20769C,Molecular engineering of new phenothiazine-based D–A–π–A dyes for dye-sensitized solar cells  
Iodine,metal_free_candidate_uncertain,3,5.5333,5.88,8.8933,806.3333,,,II,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.03.013,"Organic sensitizers possessing carbazole donor and indeno[1,2-b] thiophene spacer for efficient dye sensitized solar cells"
CPhPA : CDCA ( 1 : 10 ),metal_free_candidate_uncertain,1,5.88,5.88,11.46,0.74,0.69,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C6RA06220B,New D–D–π–A type organic dyes having carbazol- N -yl phenothiazine moiety as a donor (D–D) unit for efficient dye-sensitized solar cells: experimental and theoretical studies  
DA-4,metal_free_candidate_uncertain,1,5.88,5.88,11.46,0.727,0.705,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TC00661E,Fluorene-bridged organic dyes with di-anchoring groups for efficient co-adsorbent-free dye-sensitized solar cells  
TPTDYE 1,metal_free_candidate_uncertain,2,5.53,5.87,12.325,0.695,0.645,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2013.11.050,Structural optimization of thiophene-(N-aryl)pyrrole-thiophene-based metal-free organic sensitizer for the enhanced dye-sensitized solar cell performance
D7,metal_free_candidate_uncertain,1,5.87,5.87,10.77,718.0,0.76,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C7SE00068E,Recent developments in tetrathiafulvalene and dithiafulvalene based metal-free organic sensitizers for dye-sensitized solar cells: a mini-review  
2 C,metal_free_candidate_uncertain,1,5.87,5.87,11.47,0.767,0.67,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2RA01002J,Multi- carbazole derivatives: new dyes for highly efficient dye -sensitized solar cells  
JY11,metal_free_candidate_uncertain,1,5.87,5.87,12.7,701.0,0.66,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA12888E,Biindole-based double D–π–A branched organic dyes for efficient dye-sensitized solar cells  
WD14,metal_free_candidate_uncertain,1,5.87,5.87,10.77,718.0,0.76,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2015.09.009,Significant improvement of phenothiazine organic dye-sensitized solar cell performance using dithiafulvenyl unit as additional donor
2. XS46,metal_free_candidate_uncertain,1,5.87,5.87,13.3,0.64,0.69,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
DP-1+ 1 mM CDCA,metal_free_candidate_uncertain,1,5.87,5.87,12.08,716.0,0.68,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2014.10.016,Synthesis of phenothiazine-based di-anchoring dyes containing fluorene linker and their photovoltaic performance
CPhT2PA,metal_free_candidate_uncertain,1,5.86,5.86,12.87,0.67,0.68,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C6RA06220B,New D–D–π–A type organic dyes having carbazol- N -yl phenothiazine moiety as a donor (D–D) unit for efficient dye-sensitized solar cells: experimental and theoretical studies  
MAX114,metal_free_candidate_uncertain,1,5.86,5.86,14.75,0.64,0.62,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2019.112333,"9-(p-Tolyl)-2,3,4,4a,9,9a-hexahydro-1H-carbazole—A new donor building-block in the design of sensitizers for dye-sensitized solar cells"
TTZ4,metal_free_candidate_uncertain,12,5.14,5.85,13.5683,0.6765,55.8333,,,TiO2,I−/I3−,glass,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC06160H; 10.1039/C5RA03530A,"Organic dyes with intense light absorption especially suitable for application in thin-layer dye-sensitized solar cells   | Thiazolo[5,4- d ]thiazole-based organic sensitizers with strong visible light absorption for transparent, efficient and stable dye-sensitized solar cells  "
16b,metal_free_candidate_uncertain,1,5.85,5.85,12.06,0.654,74.0,,,TiO2,iodide/triiodide,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2014.09.003,Novel 4H-pyranylidene organic dyes for dye-sensitized solar cells: Effect of different heteroaromatic rings on the photovoltaic properties
mDB,metal_free_organic_candidate,1,5.85,5.85,11.92,740.0,0.66,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic|phenothiazine,10.1016/j.dyepig.2013.12.028,Impact of the position isomer of the linkage in the double D–A branch-based organic dyes on the photovoltaic performance
TPAT8 - Iso,metal_free_candidate_uncertain,1,5.84,5.84,14.55,0.59,0.68,,,TiO2,triiodide/iodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TA01826J,"Visible and near-infrared organic photosensitizers comprising isoindigo derivatives as chromophores: synthesis, optoelectronic properties and factors limiting their efficiency in dye solar cells  "
VP2,metal_free_candidate_uncertain,1,5.84,5.84,11.82,759.0,0.65,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2RA20819A,Effect of polyphenyl-substituted ethylene end-capped groups in metal-free organic dyes on performance of dye -sensitized solar cells  
DL2,metal_free_organic_candidate,1,5.84,5.84,11.75,682.0,0.73,,C1CN(CCC12OC3=CC=CC=C3O2)C(=O)CC4=CC=C(C(=O)N4)Cl,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C5QI00095E,Multichromophoric di-anchoring sensitizers incorporating a ruthenium complex and an organic triphenyl amine dye for efficient dye-sensitized solar cells  
CA3 / exp,metal_free_candidate_uncertain,1,5.84,5.84,15.45,0.57,0.66,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TC05660A,Global performance evaluation of solar cells using two models: from charge-transfer and recombination mechanisms to photoelectric properties  
JP-S,metal_free_candidate_uncertain,1,5.84,5.84,12.63,0.676,68.3,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C5CP02194D,Effects of heterocycles containing different atoms as π-bridges on the performance of dye-sensitized solar cells  
WL1a,metal_free_candidate_uncertain,3,5.5233,5.83,10.9767,709.6667,0.71,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.02.003; 10.1016/j.dyepig.2019.107676,"Metal-free organic dyes with di(1-benzothieno)[3,2-b:2′,3′-d]pyrrole as a donor for efficient dye-sensitized solar cells: Effect of mono- and bi-anchors on photovoltaic performance | Metal-free organic dyes with di(1-benzothieno)[3,2-b:2′,3′-d]pyrrole as an auxiliary donor for efficient dye-sensitized solar cells: Effect of the molecular engineering on the photovoltaic performance"
HT,metal_free_organic_candidate,3,5.47,5.83,11.59,0.6433,0.735,,,TiO2,iodide/triiodide,,elsevier,organic_keyword:cyanoacrylic|thiophene,10.1016/j.dyepig.2011.08.014; 10.1016/j.orgel.2011.08.010,"Effects of aromatic π-conjugated bridges on optical and photovoltaic properties of N,N-diphenylhydrazone-based metal-free organic dyes | Synthesis of new N, N-diphenylhydrazone dyes for solar cells: Effects of thiophene-derived π-conjugated bridge"
HO,metal_free_organic_candidate,2,3.145,5.83,7.4445,297.1,0.5312,,[Ho],TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected; organic_keyword:cyanoacrylic|thiophene,10.1016/j.dyepig.2011.08.014; 10.1016/j.saa.2014.07.096,"Green grasses as light harvesters in dye sensitized solar cells | Synthesis of new N, N-diphenylhydrazone dyes for solar cells: Effects of thiophene-derived π-conjugated bridge"
ISB-2,metal_free_organic_candidate,1,5.83,5.83,13.14,649.0,0.68,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic|thiophene,10.1016/j.dyepig.2011.11.002,Performance improvement of dye-sensitizing solar cell by semi-rigid triarylamine-based donors
1 : 1 : 5,metal_free_candidate_uncertain,1,5.83,5.83,15.11,0.618,62.46,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2015.11.040,Dye mixture promoted light harvesting for organic dye-sensitized solar cells using triphenylamine dyes with various numbers of anchoring groups
RL1 ( 15 μm TL + 3.5 μm SL ),metal_free_candidate_uncertain,1,5.82,5.82,14.7,0.61,0.65,,,ZnO,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2CC37184G,Benzothiadiazole-containing donor–acceptor–acceptor type organic sensitizers for solar cells with ZnO photoanodes  
PTZ-2,metal_free_candidate_uncertain,3,4.27,5.81,8.7967,430.88,0.7467,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2011.12.009; 10.1016/j.electacta.2016.05.175; 10.1016/j.synthmet.2018.12.006,"Co-sensitization of Dithiafulvenyl-Phenothiazine Based Organic Dyes with N719 for Efficient Dye-Sensitized Solar Cells | Comparative analysis of phenothiazine and phenoxazine sensitizers for dye-sensitized solar cells | Effects of different acceptors in phenothiazine-triphenylamine dyes on the optical, electrochemical, and photovoltaic properties"
AS5,metal_free_organic_candidate,1,5.81,5.81,10.65,0.76,0.72,,CCCCCSC1=C([C@@](C(CC1=O)(C)C)(/C=C/C(=C\C(=O)O)/C)O)C,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C3TA10423K,Fluorine– thiophene -substituted organic dyes for dye sensitized solar cells  
WL6,metal_free_candidate_uncertain,1,5.81,5.81,13.16,721.0,0.61,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.107676,"Metal-free organic dyes with di(1-benzothieno)[3,2-b:2′,3′-d]pyrrole as an auxiliary donor for efficient dye-sensitized solar cells: Effect of the molecular engineering on the photovoltaic performance"
NT35,metal_free_organic_candidate,3,5.1833,5.8,8.5267,573.93,0.7283,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected; organic_keyword:cyanoacrylic,10.1039/C2CC35597C; 10.1039/C3TA10632B,Facile synthesis of a bulky BPTPA donor group suitable for cobalt electrolyte based dye sensitized solar cells   | Towards high-performance DPP-based sensitizers for DSC applications  
LEG1,metal_free_candidate_uncertain,3,4.2667,5.8,11.4667,0.6567,0.6033,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC06432A,Dipicolinic acid: a strong anchoring group with tunable redox and spectral behavior for stable dye-sensitized solar cells  
Red dye,metal_free_candidate_uncertain,2,5.655,5.8,6.08,707.5,0.66,,,,,Platinized SnO2 / PET / Pyrolysis; Pt / PEN / Evaporation,elsevier,no_excluded_metal_keyword_detected,10.1016/j.progpolymsci.2015.10.004,Topical Volume Hybrids
JY26,metal_free_candidate_uncertain,1,5.8,5.8,14.1,661.0,0.62,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C5RA26754D,Phenothiazine-functionalized push–pull Zn porphyrin photosensitizers for efficient dye-sensitized solar cells  
YD12CN,metal_free_candidate_uncertain,1,5.8,5.8,16.45,544.0,0.642,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3CP44555K,The influence of electron injection and charge recombination kinetics on the performance of porphyrin -sensitized solar cells: effects of the 4- tert -butylpyridine additive  
C231,metal_free_candidate_uncertain,1,5.8,5.8,10.07,0.77,0.74,,,,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C1EE01633D,"Mesoscopic titania solar cells with the tris(1,10-phenanthroline)cobalt redox shuttle: uniped versus biped organic dyes  "
CD4,metal_free_candidate_uncertain,1,5.8,5.8,16.52,0.734,0.74,,,,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7CS00565B,Multimolecular assemblies on high surface area metal oxides and their role in interfacial energy and electron transfer 
Zn1ND3A,metal_free_candidate_uncertain,1,5.8,5.8,13.61,0.65,66.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3CC47985D,"Three p -carboxyphenyl groups possessing zinc porphyrins: efficient, stable, and cost-effective sensitizers for dye-sensitized solar cells  "
Cy3(20),metal_free_candidate_uncertain,1,5.8,5.8,4.34,540.0,0.49,,,,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/B712439B,Photovoltaic properties of three new cyanine dyes for dye -sensitized solar cells 
CSORG1,metal_free_candidate_uncertain,1,5.8,5.8,10.6,0.719,0.76,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2014.09.032,Effect of the anchoring group in the performance of carbazole-phenothiazine dyads for dye-sensitized solar cells
HYLTIC,metal_free_candidate_uncertain,1,5.8,5.8,11.76,671.0,0.74,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2011.11.004,Engineering of highly efficient tetrahydroquinoline sensitizers for dye-sensitized solar cells
W21,metal_free_organic_candidate,1,5.8,5.8,14.2,610.0,0.67,,,,,,elsevier,organic_keyword:dithien,10.1016/j.solener.2017.08.012,"Phenothiazine organic dyes containing dithieno[3,2-b:2′,3′-d]pyrrole (DTP) units for dye-sensitized solar cells"
JY14,metal_free_candidate_uncertain,2,5.61,5.79,11.4,748.0,0.66,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.05.015,Tetraindole-based saddle-shaped organic dyes for efficient dye-sensitized solar cells
XS21,metal_free_candidate_uncertain,2,5.75,5.79,10.115,768.5,0.74,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2010.12.033,Synthesis of triarylamine dyes containing secondary electron-donating groups and application in the dye-sensitized solar cells
T2-1,metal_free_organic_candidate,3,5.2233,5.78,10.16,481.11,47.6133,,,TiO2,I−/I3−,,elsevier; rsc,no_excluded_metal_keyword_detected; organic_keyword:cyanoacrylic,10.1016/j.dyepig.2012.12.007; 10.1039/B707485A; 10.1039/C6RA20769C,Molecular engineering of new phenothiazine-based D–A–π–A dyes for dye-sensitized solar cells   | Phenothiazine derivatives for efficient organic dye-sensitized solar cells   | The effect of N-substitution and ethylthio substitution on the performance of phenothiazine donors in dye-sensitized solar cells
WL1b,metal_free_candidate_uncertain,2,5.735,5.78,9.805,774.5,0.755,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.02.003,"Metal-free organic dyes with di(1-benzothieno)[3,2-b:2′,3′-d]pyrrole as a donor for efficient dye-sensitized solar cells: Effect of mono- and bi-anchors on photovoltaic performance"
MAX115,metal_free_candidate_uncertain,1,5.78,5.78,13.75,0.65,0.64,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2019.112333,"9-(p-Tolyl)-2,3,4,4a,9,9a-hexahydro-1H-carbazole—A new donor building-block in the design of sensitizers for dye-sensitized solar cells"
LJ-9,metal_free_candidate_uncertain,2,5.415,5.77,10.265,0.733,0.719,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C9TC01520E,Improving the photovoltaic performance by employing alkyl chains perpendicular to the π-conjugated plane of an organic dye in dye-sensitized solar cells  
HRD-1,metal_free_candidate_uncertain,2,5.35,5.77,13.94,545.0,0.72,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/B903967H,High molar extinction coefficient amphiphilic ruthenium sensitizers for efficient and stable mesoscopic dye -sensitized solar cells  
WS5 + DCA 0.1 mM,metal_free_candidate_uncertain,1,5.77,5.77,11.43,0.71,70.46,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2017.01.035,Graphene nanosheets as counter electrode with phenoxazine dye for efficient dye sensitized solar cell
